Province_State,Country_Region,EN.ATM.PM25.MC.ZS,EN.POP.DNST,IS.AIR.PSGR,NE.TRD.GNFS.ZS,NY.GDP.PCAP.PP.CD,SH.DTH.COMM.ZS,SH.DTH.NCOM.ZS,SH.DYN.NCOM.ZS,SH.STA.BASS.ZS,SH.TBS.CURE.ZS,SH.TBS.DTEC.ZS,SH.TBS.INCD,SH.XPD.CHEX.PP.CD,SH.XPD.OOPC.CH.ZS,SL.TLF.CACT.ZS,SM.POP.TOTL,SP.DYN.AMRT.FE,SP.DYN.AMRT.MA,SP.DYN.CDRT.IN,SP.DYN.LE00.IN,SP.DYN.TO65.FE.ZS,SP.DYN.TO65.MA.ZS,SP.POP.1564.TO.ZS,SP.POP.65UP.TO.ZS,SP.POP.TOTL,SP.URB.TOTL.IN.ZS,ST.INT.ARVL
,Luxembourg,79.9792668255678,234.404938271605,1830972,416.38923582258303,102780.440937044,4.8,88.6,9.6,97.61098260890492,86,87,6.1,6420.31741462,10.99794417,59.3619995117188,249325,49.464,66.691,7.0,82.2926829268293,92.36945,87.1184,69.6279252780371,13.994223110733099,569604,90.179,1090000.0
,MS Zaandam,100.0,16.7405040012764,5400896,59.695129120419395,14657.7828926501,15.3,75.0,14.4,87.4876863565245,90,80,74.0,1020.54641371,28.20843254,41.4620018005371,242391,84.44,107.191,4.773,75.86,85.06557,81.0472,65.4771996698998,5.869785075706151,39871528,70.848,1710000.0
,Madagascar,100.0,41.6536404262633,458572,67.5947805180729,1470.7933569115803,47.2,42.4,23.1,9.69366814011379,82,52,236.0,80.71873523,25.23195827,86.5370025634766,32075,193.34,243.575,6.475,65.539,69.58119,62.526180000000004,55.5225680454738,2.83405342094986,24234088,35.193000000000005,244000.0
,Malaysia,93.50817803508909,93.51135291432051,50345820,133.459702221727,26717.4636134865,18.0,72.9,17.3,99.57400673484541,78,87,88.0,1037.65805447,35.47957674,64.3379974365234,2514243,85.20700000000001,158.239,4.865,75.143,85.97879,76.27029,69.17357283130589,5.86259777031363,30723155,74.21300000000001,25721000.0
,Maldives,6.87120465177289e-08,1394.67666666667,1313533,143.92012973644,14728.1469940725,8.3,85.2,13.9,95.86881806331742,83,80,46.0,1298.72217914,19.548935999999998,66.4459991455078,94086,56.521,80.203,3.377,77.042,88.57755999999999,84.90335,72.4870519570844,4.10274304916552,418403,38.529,1234000.0
,Mali,100.0,14.315725419811699,122590,63.6396414552076,2049.70488471813,61.5,29.6,24.8,31.268334036489502,77,68,57.0,84.02325289,34.17111295,71.0589981079102,363145,258.057,277.124,10.667,57.478,57.34182,54.38304,49.536432674668205,2.53395584645096,17467905,39.991,159300.0
,Malta,100.0,1390.790625,1583046,272.398382205559,35667.9726837029,6.0,90.8,10.8,99.9613567330935,79,87,8.6,3389.00663075,37.10349896,54.1949996948242,41442,40.399,68.847,7.7,81.89756097560979,92.51829000000001,88.80055,67.2198888722592,18.366712190376397,445053,94.414,1783000.0
,Mauritania,100.0,4.057767536625589,248158,109.36489199123301,3846.4658207697203,54.4,36.2,18.0,44.620624337663,71,49,107.0,177.08066607,48.23745512,46.0900001525879,138162,181.083,226.084,7.96,63.082,68.11301999999999,61.354980000000005,56.660707484157804,3.10020153784687,4182341,51.089,1006600.0
,Mauritius,100.0,621.972906403941,1466527,107.636871085869,20163.02494024,6.8,88.0,22.8,93.1491330307737,91,80,13.0,1147.85424472,49.57672733,59.3289985656738,28585,93.74,192.135,7.7,74.3531707317073,84.71491999999999,71.61814,70.6456597134001,9.95405953046395,1262605,41.0,1151000.0
,Mexico,99.71526554164059,64.7603842691427,46966763,71.1663144806972,17699.1593818281,9.7,79.7,15.9,89.21839254781891,80,80,21.0,974.49879394,40.18865099,61.3380012512207,1193155,79.743,141.938,4.824,76.933,85.97276,78.24158,66.04583225439029,6.48177654137789,125890949,79.285,32093000.0
,Moldova,100.0,123.806319016268,1005936,116.668180449161,5069.48944189823,4.4,90.1,27.5,78.3989439784143,80,87,102.0,514.25716696,46.18741009,44.103000640869105,142904,98.788,243.65900000000002,11.424000000000001,71.468,82.44282,62.869409999999995,74.3347483263567,9.938292859286081,3554108,42.49,94400.0
,Monaco,100.0,19153.5,60382,329.047899699957,87298.1682640793,21.5,75.0,10.0,100.0,79,87,0.0,3406.49639489,6.0530705000000005,68.90000152587889,21042,39.135,64.706,7.6,82.74390243902441,93.52881,89.33618,72.8109527606823,11.686149634832098,38307,100.0,331000.0
,Mongolia,97.95178478491171,1.9161648085687102,529311,90.2870128781809,12187.7694271662,10.2,79.0,30.4,59.221530297857704,85,37,428.0,471.8075028,39.09423902,60.3380012512207,17620,129.494,296.188,6.308,69.087,78.26584,58.25659,67.3351972553787,3.88480948322688,2976877,68.23,386000.0
,Montenegro,100.0,46.25717472118961,526980,102.68897735183201,16337.2557552457,1.5,94.8,20.9,95.9086871225424,93,87,15.0,802.07083072,39.56750809,50.9109992980957,82541,66.002,125.25200000000001,9.802999999999999,76.938,88.95011,79.71226999999999,67.64802333096671,13.8936734492453,622159,65.806,1560000.0
,Morocco,100.0,77.98190006721941,7043971,77.1980363378713,7792.029575035491,14.6,78.8,12.5,83.466067685051,88,87,101.0,426.90963237,52.106361799999995,47.138999938964794,88511,66.033,75.794,5.145,75.57300000000001,87.43914000000001,85.13372,65.9443946184218,6.396156665734379,34803322,60.809,10177000.0
,Mozambique,100.0,35.6197906864366,676028,104.206039545833,1194.2438956098802,67.1,25.4,18.4,23.560732181314396,88,38,551.0,61.70759636,7.109721400000001,78.88600158691409,222928,297.015,368.151,10.380999999999998,57.714,56.65595,48.3409,51.668289796920796,3.13271100666528,28010691,34.4,1552000.0
,Namibia,100.0,2.94618056820804,553322,107.135039932925,10651.2287867075,49.7,40.4,21.6,33.8367672410459,83,80,495.0,1046.70882792,7.33436006,60.548999786377,93888,270.425,360.52099999999996,7.455,63.782,64.56555999999999,52.57821,59.4961742871031,3.4798135359201403,2425561,46.9,1388000.0
,Nepal,100.0,199.90430415068002,510342,53.0952668109502,2471.6081083517,24.4,62.4,22.2,46.12659059884971,92,74,156.0,153.26708331,59.43524324,83.1080017089844,518278,133.892,175.31599999999997,6.329,69.887,77.44215,70.73938000000001,61.968914878769,5.4761570255345795,28656282,18.557000000000002,539000.0
Aruba,Netherlands,99.81168268870519,502.81754229741796,35687843,157.81657603969802,50302.0677470128,5.8,89.3,11.3,97.7269662736924,86,87,5.8,5160.33964384,11.61642904,64.0699996948242,1979486,49.464,66.691,8.7,81.509756097561,92.32505,88.82435,65.3242002139623,17.9201887959494,16939923,90.17299999999999,15007000.0
Curacao,Netherlands,99.81168268870519,502.81754229741796,35687843,157.81657603969802,50302.0677470128,5.8,89.3,11.3,97.7269662736924,86,87,5.8,5160.33964384,11.61642904,64.0699996948242,1979486,49.464,66.691,8.7,81.509756097561,92.32505,88.82435,65.3242002139623,17.9201887959494,16939923,90.17299999999999,15007000.0
Sint Maarten,Netherlands,99.81168268870519,502.81754229741796,35687843,157.81657603969802,50302.0677470128,5.8,89.3,11.3,97.7269662736924,86,87,5.8,5160.33964384,11.61642904,64.0699996948242,1979486,49.464,66.691,8.7,81.509756097561,92.32505,88.82435,65.3242002139623,17.9201887959494,16939923,90.17299999999999,15007000.0
,Netherlands,99.81168268870519,502.81754229741796,35687843,157.81657603969802,50302.0677470128,5.8,89.3,11.3,97.7269662736924,86,87,5.8,5160.33964384,11.61642904,64.0699996948242,1979486,49.464,66.691,8.7,81.509756097561,92.32505,88.82435,65.3242002139623,17.9201887959494,16939923,90.17299999999999,15007000.0
,New Zealand,0.349574373935346,17.4535718354791,14385078,54.3901941076701,37562.4835855889,4.4,89.6,10.4,100.0,80,87,7.3,3509.57187011,13.36466008,68.33200073242189,1039736,43.185,67.533,6.87,81.45682926829271,91.85155,88.23536999999999,65.38199323354999,14.6471624858165,4595700,86.34100000000001,3039000.0
,Nicaragua,99.9295179907473,50.540427123151105,276689,99.47286260222059,5293.91170100545,11.4,75.8,14.4,76.3491852264727,87,80,51.0,418.15706179,35.60493542,66.19000244140629,40262,104.71700000000001,192.24400000000003,4.773,75.149,82.99823,73.06419,64.8803895406718,5.08532094932042,6082035,57.895,1386000.0
,Niger,100.0,15.707716902186801,15243,59.1238605074889,969.914978067149,63.3,26.1,20.2,12.9373277283546,80,55,95.0,68.30457835,52.270933299999996,78.91400146484379,189255,234.912,263.26,9.942,59.667,61.20565,56.42825,47.2554884626877,2.5423374871494198,19896965,16.247,135000.0
,Nigeria,100.0,198.932490090802,4613169,21.4469296745955,6070.99212800771,63.5,28.2,22.5,32.600957001043604,84,22,219.0,215.72723891,72.07918382,55.129001617431605,1199115,337.66,374.769,12.765999999999998,52.985,48.76891,44.5862,53.14884097815061,2.73619013182697,181181744,47.838,1255000.0
,North Macedonia,100.0,82.4467882632831,1466527,113.698443879103,13831.3254163351,1.9,95.3,20.7,90.9112030081396,86,80,17.0,875.82865745,34.368969299999996,55.5149993896484,130730,67.936,126.458,9.745,75.54899999999999,88.18848,79.02467,70.6346053590906,12.5253690169999,2079308,57.408,486000.0
,Norway,2.02465674369929,14.2105725713798,4134980,69.8096542912451,60519.9715159154,7.4,87.2,9.3,98.058581,88,87,6.3,6268.11239787,14.14276967,64.8889999389648,741813,43.185,67.533,7.8,82.3048780487805,93.08459,88.60471,65.7346500928106,16.303033403361198,5188607,81.09100000000001,5361000.0
,Oman,100.0,13.5696607431341,6365784,110.074322366162,42585.0633804423,10.8,71.9,18.1,99.31807583294491,88,87,9.0,1815.50482881,5.73641702,70.0100021362305,1844978,68.919,109.456,2.574,76.801,87.38418,82.07851,75.51334465130559,2.3143666022986804,4199810,81.35,1909000.0
,Pakistan,100.0,245.667954804898,8467827,27.6546730166962,5014.93145450674,35.3,56.0,24.8,58.2514042303625,93,63,270.0,134.36358411,66.17925891,53.1629981994629,3628956,141.739,178.543,7.343999999999999,66.322,72.14205,67.42963,60.495750162003205,4.48490178078671,189380513,36.025999999999996,741000.0
,Panama,87.28942892877451,53.3931799838579,12193261,99.9366829033362,22232.8133942203,14.9,75.3,13.2,76.8670403816548,82,80,52.0,1558.53134729,30.22033496,64.8899993896484,184710,79.453,149.94899999999998,4.995,77.806,86.99579,77.93639,64.5841064644722,7.55510677208711,3969249,66.696,2110000.0
,Papua New Guinea,99.9999999999861,17.488462217904,1679156,107.135039932925,4084.74953375731,36.8,54.9,29.9,18.604170204172,74,77,432.0,112.57637653,6.13054768,47.109001159668,25782,192.942,257.873,7.132999999999999,65.384,68.47606,58.557719999999996,59.738744227303,3.6450679150107503,7919825,13.012,185000.0
,Paraguay,100.0,16.7105940095646,452004,65.638322694197,11896.0338850574,13.9,74.3,17.7,91.22222482327629,70,87,41.0,719.39458703,36.48574609,69.57399749755861,156462,125.322,165.38,5.685,73.023,79.89289000000001,73.60744,63.8457301337723,6.02042228795718,6639119,60.75,1215000.0
,Peru,99.9733888894223,24.51302421875,13877662,45.133944662881404,12570.206251898,20.7,68.8,12.8,76.81552520419909,87,80,119.0,652.51139783,28.94799768,76.068000793457,90881,94.743,153.39700000000002,5.643,74.747,84.05864,75.6081,65.2792324590458,6.82514406961784,31376671,77.357,3456000.0
,Philippines,99.43309287123871,341.13545628332804,37023422,62.690008771982,7341.94289106585,25.4,67.2,26.9,74.9769045018806,91,49,550.0,316.34571639,54.78785975,62.5060005187988,211862,137.416,262.057,6.496,68.95100000000001,77.63705999999999,61.367169999999994,63.198906873967104,4.57191256718106,101716359,46.284,5361000.0
,Poland,99.9962149714443,124.061569613639,4448883,96.0094604243733,26826.2287625362,4.8,90.5,19.3,98.132712948205,53,87,19.0,1686.15661012,23.24629836,56.681999206543,619403,63.434,163.90400000000002,10.4,77.4512195121951,89.21991,75.02441999999999,69.5045470265875,15.6116365286853,37986412,60.278,16728000.0
,Portugal,27.458494054092,113.07252488776301,12706909,80.2229566172975,29684.691669018503,10.0,85.9,11.2,99.44214276948351,72,87,23.0,2645.32270338,27.72781625,58.632999420165994,837257,42.442,103.994,10.5,81.1243902439025,93.10573000000001,84.51629,65.1844948871106,20.7386341549285,10358076,63.513999999999996,11723000.0
,Qatar,100.0,213.741515934539,25263224,93.7076739370818,128021.977002627,5.3,67.4,15.4,100.0,70,87,25.0,3952.4761291,7.24407565,87.55999755859379,1687640,46.913000000000004,65.626,1.5090000000000001,78.036,88.87132,86.63493000000001,85.08389350318491,1.08976727748385,2481539,98.945,2941100.0
,Romania,99.37909475072321,86.1243089360223,3634598,82.6575055031815,21631.8062099224,4.1,92.4,21.5,81.8127185852255,85,87,82.0,1063.18568351,21.27555731,54.318000793457,226943,80.292,186.40200000000002,13.2,75.0121951219512,86.99599,71.80829,67.5835696620668,16.9997204253178,19815481,53.887,9331000.0
,Russia,91.82740189704211,8.79880404497318,76846126,49.3465412328807,24063.0561632112,5.1,87.0,25.9,88.7866980173266,71,100,67.0,1328.25303737,38.64633529,62.69599914550779,11643276,82.36,245.38400000000001,13.0,71.1834146341463,82.25189,56.82688,69.6787370822101,13.4886241107355,144096870,74.05,33729000.0
,Rwanda,100.0,471.404661532225,544541,52.548269063110894,1852.6646259407898,43.7,42.8,18.3,62.347825035945995,87,80,59.0,119.36132428,7.62385886,84.13800048828129,441525,176.457,230.69099999999997,6.132000000000001,66.696,71.8964,64.28341999999999,56.39062825544539,2.80876659661812,11629553,17.004,987000.0
,Saint Kitts and Nevis,100.0,208.8,1466527,112.09980106408001,27377.0996006325,6.8,88.0,22.8,93.1491330307737,91,80,4.5,1323.09994742,53.37647924,59.3289985656738,7443,93.74,192.135,7.7,74.3531707317073,84.71491999999999,71.61814,70.6456597134001,9.95405953046395,54288,30.826999999999998,122000.0
,Saint Lucia,100.0,290.501639344262,1466527,81.9371119220288,12768.5582729708,9.8,81.9,19.0,90.9080976135017,91,87,9.1,675.11910946,52.25357081,67.14700317382811,12771,107.804,164.983,7.472,75.3,83.26079,74.46046,70.8610317935059,9.394715754545562,177206,18.515,345000.0
,Saint Vincent and the Grenadines,100.0,280.653846153846,935604,92.08706988342341,11152.72034416,14.0,79.4,22.3,87.1843449007354,67,87,7.4,390.07534847,20.87663761,68.44400024414061,4577,128.255,181.392,7.115,73.06,80.35665999999999,73.76823,68.14215887807771,7.328125713763651,109455,50.964,75000.0
,San Marino,11.9849547773209,549.333333333333,4134980,96.72450276061409,60262.5351695277,4.5,89.9,9.3,100.0,100,87,0.0,3564.17997509,18.92069102,77.0189971923828,4717,43.185,67.533,7.1,82.4682926829268,93.44655,90.27377,65.9729350811372,13.714143827424,32960,96.73899999999999,54000.0
,Saudi Arabia,100.0,14.679858026041,33431736,72.07499600255291,54172.1039657762,10.8,72.6,16.5,100.0,72,87,12.0,3252.42623398,14.38336618,55.6319999694824,10185945,78.452,97.49600000000001,3.54,74.4,84.90394,80.61986,70.94817262297249,3.05330228869888,31557144,83.18,17994000.0
,Senegal,100.0,77.7904430478367,115355,58.11033767420171,3120.59197082328,46.2,41.6,18.4,48.3581363309709,86,68,130.0,136.67573475,53.52383996,46.226001739502,263242,155.623,224.43200000000002,6.071000000000001,66.78399999999999,73.88664,64.68221,53.9449304713616,2.99474647582819,14976994,45.861999999999995,1006600.0
,Serbia,100.0,81.12717813857759,2427047,103.10003952547899,13992.7265774361,2.6,94.3,20.1,94.64288939243971,89,87,21.0,1303.44905906,40.58773461,52.0089988708496,807441,77.765,150.34,14.6,75.2878048780488,86.96539,75.67789,67.02718702831679,16.3052801402735,7095383,55.696000000000005,1132000.0
,Seychelles,100.0,203.08478260869597,497496,172.046292878128,26546.403587499502,12.1,80.5,21.3,100.0,88,87,9.8,867.69391688,2.48362945,58.1279983520508,12791,90.34,234.91,7.5,74.2951219512195,86.01028000000001,65.62746,70.0507776663609,8.2044334449873,93419,55.4,276000.0
,Sierra Leone,100.0,100.26357716819099,642893,66.8026117984293,1403.62306511832,61.8,30.0,30.0,14.535885012615099,88,53,307.0,286.07070441,36.69626419,58.2960014343262,91213,392.94599999999997,402.795,13.027999999999999,51.423,43.037290000000006,41.48676,54.7648239435403,2.50187058908875,7237025,40.829,24000.0
,Singapore,100.0,7806.772751591121,33585397,329.047899699957,87298.1682640793,21.5,75.0,10.0,100.0,79,87,45.0,3696.75305446,31.98898334,68.90000152587889,2543638,39.135,64.706,4.8,82.74390243902441,93.52881,89.33618,72.8109527606823,11.686149634832098,5535002,100.0,12051000.0
,Slovakia,100.0,112.80314420534401,11098,183.118713958796,29691.5230297998,4.7,89.4,17.7,98.92817620268292,86,87,6.5,2028.35529699,18.44357352,59.601001739502,177190,52.943999999999996,112.133,9.9,76.5634146341463,89.23572,75.54738,70.65913410468,14.057295418285902,5423801,53.888999999999996,1721000.0
,Slovenia,99.79371470604471,102.446108744427,1045409,145.39663702532,31623.712100649103,4.7,88.4,13.1,99.10727079145849,81,87,7.2,2676.20868657,12.49877718,57.367000579834006,235966,52.943999999999996,112.133,9.6,80.7756097560976,92.51196999999999,84.31895,67.2556907018934,18.0347100523041,2063531,53.781000000000006,2707000.0
,Somalia,100.0,22.170001912838302,4613169,76.22766202027209,6070.99212800771,66.7,23.8,21.9,16.1914157910323,84,37,274.0,215.72723891,72.07918382,46.1640014648438,25291,279.893,336.713,11.629000000000001,55.876000000000005,55.20686,48.703359999999996,50.6462803156341,2.6871335461441297,13908129,43.245,1255000.0
,South Africa,100.0,45.5788317437288,18882898,61.600148412835104,13219.141414727701,39.8,50.8,26.6,73.1288243746002,81,68,759.0,1079.63902132,7.69854693,54.648998260498,3142511,289.031,413.754,10.102,61.981,61.858380000000004,45.72087,65.5734829532172,5.0812402872246,55291225,64.828,8904000.0
,Spain,55.1527248746452,92.9526830143124,60564041,63.5372954174432,35028.301349761,5.2,91.4,10.1,99.904360213099,79,87,10.0,3175.13388298,23.78245662,58.340999603271506,5852953,38.806999999999995,76.998,9.1,82.8317073170732,94.09783,87.58709,66.2145620089839,18.877525816817,46444832,79.602,68175000.0
,Sri Lanka,100.0,334.332642321799,4911730,49.5587965929996,11832.9518080434,7.6,82.5,17.6,94.20667369158708,85,69,65.0,463.7359234,48.93215272,53.5289993286133,38706,74.05199999999999,198.02700000000002,6.814,75.08800000000001,87.63841,72.76061999999999,66.1259561147898,9.29896823603701,20966000,18.256,1798000.0
,Sudan,100.0,22.127396464646502,496177,19.1008041102885,4582.04810791071,36.6,51.0,26.0,34.5861045382774,79,55,88.0,288.41358345,63.22554348,47.2190017700195,503477,194.43,251.674,7.522,64.257,68.00191,61.199659999999994,55.05669494330629,3.45567120594151,38647803,33.894,741000.0
,Suriname,100.0,3.54620512820513,259682,53.9379181016125,15638.8469894274,13.7,75.3,21.8,79.21919842685409,76,80,33.0,1054.42691672,20.23735586,52.0260009765625,46836,119.20100000000001,221.05700000000002,7.254,71.279,80.24375,67.19126,66.378649621842,6.67976601929112,553208,66.056,228000.0
,Sweden,3.55514624121341,24.058299575262104,131512994,86.2062580342508,48436.975119620496,5.8,89.1,9.3,99.3035336149085,87,87,9.2,5299.96677265,15.48625861,63.981998443603494,1639771,39.95,66.933,9.3,82.2048780487805,93.22958,89.43213,63.1051772585116,19.5977493876468,9799186,86.553,6482000.0
,Switzerland,72.3111073443463,209.596006562314,27011762,112.730195008571,63938.9799757284,4.5,89.5,8.7,99.89104202907221,73,87,7.3,7611.30984866,29.07631762,68.21099853515629,2438702,36.484,62.284,8.2,82.89756097560979,93.73252,89.74086,67.218645133056,17.996581395469,8282396,73.718,9305000.0
,Syria,100.0,102.025741981158,17902,34.845942960022896,10783.0653924773,5.0,42.5,21.8,92.9471529445262,91,80,19.0,496.97821179,61.95896546,41.6119995117188,875189,81.532,274.681,5.5889999999999995,69.904,86.02041,64.31185,57.868094597557004,4.04024299563165,18734987,52.168,9139000.0
,Taiwan*,100.0,16.7405040012764,5400896,59.695129120419395,14657.7828926501,15.3,75.0,14.4,87.4876863565245,90,80,74.0,1020.54641371,28.20843254,41.4620018005371,242391,84.44,107.191,4.773,75.86,85.06557,81.0472,65.4771996698998,5.869785075706151,39871528,70.848,1710000.0
,Tanzania,100.0,60.8263230977647,1312807,40.7576802266506,2666.83996709918,57.2,31.8,17.9,23.5340659681287,90,37,306.0,97.59082965,25.82907323,83.3970031738281,261222,211.158,268.176,7.015,64.95,68.26041,61.068659999999994,51.69699003286139,3.1103161422344905,53879957,31.616999999999997,1104000.0
,Thailand,100.0,134.388224471021,56447637,125.89192687542801,16289.1328640694,16.1,73.6,14.6,95.0112971742745,79,55,163.0,598.18946283,12.50940436,69.068000793457,3913258,93.756,204.02200000000002,7.75,75.10300000000001,85.53583,72.27456,71.44337262007409,10.5647357320967,68657600,47.693999999999996,29923000.0
,Timor-Leste,100.0,83.45507733692,115355,129.390542455869,7901.602647876441,47.0,43.9,19.9,44.011055964692794,87,54,498.0,138.0459775,8.2978889,39.3139991760254,10834,124.929,174.544,5.635,68.569,76.54978,69.38016,52.5471463210035,3.4565507660496495,1240977,29.49,62000.0
,Togo,100.0,136.363338849053,420875,107.41585547563601,1547.2093249719298,53.1,36.4,23.5,13.948482308155599,86,68,52.0,91.80855556,54.534586,77.96099853515629,276844,255.415,288.003,8.827,59.949,59.83889,55.33099,55.180413337176894,2.7892614633638595,7416802,40.1,273000.0
,Trinidad and Tobago,100.0,265.12514619883,2617843,96.0094604243733,33667.7503179868,9.1,80.5,21.5,92.1465186816669,63,87,17.0,2145.3387462,41.30602091,61.9560012817383,49883,122.11399999999999,215.315,9.491,70.556,79.33561,66.51225,69.8082923802213,9.41178979069063,1360092,53.318999999999996,440000.0
,Tunisia,100.0,72.56475926879509,3496190,91.05897363198191,11497.792228857199,7.9,85.5,16.4,93.12782840139,91,80,38.0,802.07083072,39.56750809,46.957000732421896,56701,70.65,112.036,6.357,75.525,87.16133,80.28619,68.6982427447481,7.60962210944608,11273661,68.056,5359000.0
,Turkey,100.0,101.700131231891,96604665,49.299876167715794,25710.016115156403,4.6,88.8,16.4,96.3726935097639,87,87,18.0,1028.21421935,16.94832914,51.0069999694824,2964916,71.53,140.118,5.814,75.498,87.98314,78.35422,66.6147942126347,7.80175438632354,78271472,73.611,39478000.0
Alabama,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Alaska,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Arizona,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Arkansas,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
California,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Colorado,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Connecticut,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Delaware,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
District of Columbia,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Florida,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Guam,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Hawaii,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Idaho,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Illinois,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Indiana,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Iowa,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Kansas,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
Kentucky,US,8.46530650743068,35.0637308661896,798222000,27.726141134863802,56803.470612717596,5.4,88.2,14.3,99.9695508558175,83,87,3.3,9524.35059046,11.13559489,62.016998291015604,46627102,80.289,134.102,8.44,78.69024390243901,88.42826,81.37208000000001,66.146796271107,14.640343414521197,320742673,81.671,77774000.0
